,ID,Unnamed: 0,ID,ID.1,Type,Utterance,Dialog_Act,Dialog_Act_1,Emotion
0,128_0,0,128_0,65_0,T,"Hello, Sarah, how you doing today?",gt,,
1,128_1,1,128_1,65_1,P,All right.,gt,,
2,128_2,2,128_2,65_2,T,I understand that you've come to counseling because you have a particular issue that's been bothering you recently.,id,,
3,128_3,3,128_3,65_3,P,"Yeah, I've been I've been really stressed out at work. I just I'm getting to the point where it's really hard to handle things that are going on. So for work related problems",id,,-2.0
4,128_4,4,128_4,65_4,T,are you okay talking about that today.,yq,,
5,128_5,5,128_5,65_5,P,I think I need to Yeah.,op,,
6,128_6,6,128_6,65_6,T,"So I'd like to do in the beginning, is kind of set a plan for our meeting today, okay. And we can move off that plant if we need to, but I just like to start with that, and give us some structure to what we'll be doing. So, first, and this is something I want to co create with you, right? So your input is extremely valuable to it. I don't want to just lay it out and we follow it. I want you to be an active part of putting this together. So as I throw out some ideas, let me know if it's something that makes sense to you or doesn't. Okay? I'd like to start by having you explain in depth kind of what you're going through at work. I know it's troubling you and I want to hear that story. Then you're going to look for some patterns in the way you're thinking And see if there's something that I recognized all that something I can point out, that may help you a bit. And we'll get more to that later. And then to kind of as we wrap up with towards the end, maybe start getting some ideas of things you can do between sessions between now and we'll see you next time that can help combat these symptoms make you feel better. Okay. Does that seem like a fairly straightforward agenda? Any changes or anything you'd like to make to that?",id,yq,
7,128_7,7,128_7,65_7,P,"No, I think as long as you think I can tell my whole story in enough time",on,,
8,128_8,8,128_8,65_8,T,"We'll see. Okay. So, you know, you just kind of tell me what's going on as you feel comfortable. And don't worry about the agenda. Okay. Just know that overall, that's kind of what I'm thinking about for the structure. Okay. And then You know, as we as we wrap up, we'll set to make an appointment next time and, and like I said, we'll end up with some ideas, I hope they can help you. So let's get started with kind of, you know, your experience with all this. So tell me about your, your job.",id,irq,
9,128_9,9,128_9,65_9,P,"Okay, so I, I'm a caseworker, and you know what I do, I usually go into people's homes and, you know, talk to the families, do inspections, that kind of thing. And, you know, I've been doing it for a while now, not too long, but about five years. And overall, I like my job and everything. But just, you know, something happened at work, and it just really kind of, I just feel like, one minute, everything was fine. And now, it just feels like everything's really out of control. So, you know, I was just, you know, doing my normal job making reports and everything like that. And, you know, I made a report about this family that I felt, you know, maybe the children weren't getting quite What they needed, they seemed malnourished The house was really unclean. You know, I suspected that the parents were using drugs there, and it's just really not a good environment. And, you know, turns out that the kids were taken away. And, you know, the family. It just unlike really freaked out, you know, maybe the kids aren't doing well. They're away from their parents, even though it wasn't a great environment. I know that the kids really love their parents, and it's just, it's really, really weighing on me and it's become kind of like a really big issue at work. I guess we're like, everybody knows about it. And, you know, I just feel like I tore this family apart. And I don't know if I made the right decision. And I just, it's like, you know, I used to just, I used to be so confident in what I did. And now I just feel like I'm second guessing everything.",id,,-2.0
10,128_10,10,128_10,65_10,T,This is really stressful.,id,,
11,128_11,11,128_11,65_11,P,Yeah.,ack,,
12,128_12,12,128_12,65_12,T,"So you'd like some make sure I understand. You like your job? But this, this dealing you've had with this particular family. And what happened as a result of that dealing has just really thrown you for a loop.",crq,,
13,128_13,13,128_13,65_13,P,"Yeah, it's making me not like my job. Like, I wake up in the morning. And I'm like, I should just pretend I'm sick. I don't want to go, you know, I just feel like, you know, at night, I'm more stressed out, you know, maybe I have an extra glass of wine and I just feel so on edge all the time.",cd,,-2.0
14,128_14,14,128_14,65_14,T,So it's really drastically changed the work experience.,crq,,
15,128_15,15,128_15,65_15,P,"Yeah. I used to enjoy going to work and you know, feel fulfilled. And now I just feel like, I do not want to go at all.",cd,,-1.0
16,128_16,16,128_16,65_16,T,"So there's a sense of dread, anxiety. Yeah. Do you feel doubtful?",yq,,
17,128_17,17,128_17,65_17,P,"Yeah, definitely, I think anxiety more so but I definitely feel down like, you know, even on the weekends, sometimes I just wake up and I want to stay in bed and you know, I just I feel like I'm having a good time and then I remember what happened and it just brings me back to that place and I've just I don't like it. ",id,,-2.0
18,128_18,18,128_18,65_18,T,It's not not a good feeling,id,,
